rel_day,company_name,post_date,post_id,Treated_Company_Flag,log_react_c,comment_len_c,pre_event,pi_cat,stance,policy,pro_dei_rollback
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.0083639498871724,32.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,0.602898841779008,-49.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.9891932028988986,-0.19467634603751094,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.1625146297144306,102.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,0.602898841779008,-25.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.0902483387809373,-87.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,0.602898841779008,133.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-40.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-73.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-26.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-60.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.0902483387809373,-22.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-87.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.0902483387809373,-39.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,0.602898841779008,-63.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.2960460223389532,-54.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.1625146297144306,-55.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,170.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,1.0083639498871724,-63.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,41.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.0902483387809373,-28.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,85.80532365396249,1,0,Anti_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-49.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,43.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,149.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,159.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,18.80532365396249,1,1,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.0902483387809373,-51.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,66.80532365396249,1,1,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-77.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-68.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-48.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-70.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-81.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-49.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-52.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-74.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-77.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-71.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-65.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-85.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-14,Costco,2025-01-09 09:00:00,Costco_2025-01-09,0,-0.7833955193408826,-37.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.0083639498871724,102.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,28.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.8556618102743758,-68.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-84.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-72.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.614499753457488,-66.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-75.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.413829057995337,49.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-7.194676346037511,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,77.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,0.8053236539624891,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.1625146297144306,106.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,2.805323653962489,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,25.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-80.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,-52.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,-50.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-18.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-42.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-72.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-71.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,-30.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-70.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,44.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.0083639498871724,15.805323653962489,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-75.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-59.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-57.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.0083639498871724,-82.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.8260423930932177,-58.19467634603751,1,2,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-73.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-47.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,126.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-11.194676346037511,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-75.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,591.8053236539624,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-63.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-62.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-82.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,-60.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-63.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,66.80532365396249,1,1,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-81.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-80.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-37.19467634603751,1,2,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-57.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-40.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,-14.194676346037511,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-39.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-17.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,126.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-82.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-78.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-86.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-74.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-31.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-66.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-53.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-80.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-81.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-81.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,9.805323653962489,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-52.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-80.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-83.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-78.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-43.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,120.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-69.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,-12.194676346037511,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,95.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-77.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-13.194676346037511,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-31.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-36.19467634603751,1,2,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-21.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-83.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,1.0083639498871724,331.8053236539625,1,0,Anti_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,305.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.7833955193408826,-79.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-81.19467634603751,1,0,Anti_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.602898841779008,86.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,-0.0902483387809373,-66.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-13,Costco,2025-01-10 10:01:00,Costco_2025-01-10,0,0.3152167693272272,-72.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,0.602898841779008,38.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,-35.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.0902483387809373,21.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,17.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,1.413829057995337,-40.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,-73.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,1.614499753457488,59.80532365396249,1,2,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,-70.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.0902483387809373,-67.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,-50.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,1.413829057995337,55.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,58.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,1.0083639498871724,94.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,-31.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.7833955193408826,156.8053236539625,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,1.0083639498871724,-50.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,0.8260423930932177,22.80532365396249,1,0,Neutral_DEI,Maintained_DEI,0
-12,Costco,2025-01-11 09:00:00,Costco_2025-01-11,0,-0.0902483387809373,-65.19467634603751,1,0,Neutral_DEI,Maintained_DEI,0
